Transaction ID,Store ID,Brand,Category,Price,Quantity,Amount,Used Loan,Loan Paid,Shipment State
320445760864302364,90522156,Brand 14,Cata 2,9625.516336431205,4.720296367964118,45435.2898026355,False,True,State 2
949459627530777910,63535162,Brand 2,Cata 8,9505.403328149414,5.990667357252132,56943.70943546047,True,True,State 2
373141927774732999,53468481,Brand 8,Cata 3,10418.432770925072,5.056669116795343,52682.56723814534,True,True,State 2
497670527787143326,62739117,Brand 3,Cata 1,10596.868940539893,6.548316297372266,69391.64958445536,True,False,State 2
678550721450847544,81986381,Brand 10,Cata 1,10251.171394685338,2.716728229058652,27849.646708860208,False,True,State 2
829614401106033203,32486103,Brand 15,Cata 2,8360.735400730751,5.864317216434767,49030.004552560975,True,True,State 1
499105812372974345,71688147,Brand 3,Cata 4,7477.31911164378,6.7286037542107895,50311.917446038424,True,True,State 3
747729772033486249,33245580,Brand 14,Cata 1,8987.020592157869,5.640262225031636,50689.15276152947,True,True,State 2
116599407497416928,28956223,Brand 4,Cata 1,10825.46108726791,8.107752419807074,87770.15832582371,True,True,State 2
154984417547282704,46306985,Brand 5,Cata 1,7844.766857492699,8.393819517231067,65847.55715654965,True,True,State 2
979552751783179341,90377635,Brand 4,Cata 3,11739.834259801857,5.833929131390565,68489.36108595504,False,False,State 2
350004132111207823,94879478,Brand 7,Cata 8,9882.779019718508,5.967530665605066,58975.78686156857,False,False,State 1
662738019443823752,83817260,Brand 7,Cata 1,8733.08924618704,6.814091552236673,59508.06965737205,True,True,State 1
634102558732792813,44484534,Brand 7,Cata 1,7545.044142098888,3.1243033911882496,23573.006999824593,True,True,State 3
580156067903945505,42606111,Brand 11,Cata 2,9491.78136604945,1.0,9491.78136604945,True,True,State 3
130975624529268312,18621047,Brand 3,Cata 3,7709.527555774827,1.9205603093908818,14806.61262777643,False,True,State 3
393243279787524043,72775845,Brand 3,Cata 3,10187.46513060379,7.395422632420971,75340.61019386673,False,True,State 2
129965067836610361,50824939,Brand 5,Cata 2,8730.966879082964,7.879970563968765,68799.76200215999,True,True,State 9
593923884782344507,56860572,Brand 4,Cata 2,7573.917449696051,2.864255278666952,21693.633035479656,True,False,State 3
430051243693029410,50847838,Brand 10,Cata 2,8972.883915159506,3.952643036290937,35466.60712270218,True,True,State 9
694004093028016279,18415993,Brand 10,Cata 2,7483.7452956844645,7.445143829630224,55717.56011068941,False,True,State 7
745781055509460311,35242421,Brand 5,Cata 1,8850.014604589005,4.934390680827432,43669.42959007066,True,True,State 3
932938929544942356,42044035,Brand 3,Cata 3,9057.028528055,4.133487400820916,37437.113309590946,False,False,State 3
416398443553375490,77366214,Brand 15,Cata 2,9929.366111837177,8.887017984691644,88242.45521248473,True,True,State 1
868190714028441217,35193426,Brand 7,Cata 1,10253.572300255051,4.4567452903490405,45697.560058415074,False,True,State 3
423075007482248039,31173844,Brand 2,Cata 1,10162.6751240988,3.1164637831441127,31671.60896411351,True,True,State 3
825387819169530124,17407514,Brand 14,Cata 3,8245.103615640492,3.9390608933491076,32477.96521398079,False,True,State 2
374552473189367099,30363080,Brand 5,Cata 1,8178.880783069699,6.34891230895377,51926.99687709666,True,True,State 1
162990715560553358,54109105,Brand 2,Cata 1,9776.83084053683,3.856227049295581,37701.67954366538,True,False,State 9
303487218929592506,67532241,Brand 12,Cata 1,10485.248359157229,4.3107880922579636,45199.68377102233,False,True,State 1
721790432841446493,87730515,Brand 3,Cata 3,11279.221838262407,5.253841030017794,59259.23848053576,True,True,State 1
703906638782024404,93506802,Brand 7,Cata 3,9129.864283848921,6.695449567942901,61128.54587467358,True,False,State 3
556934881786071544,70554367,Brand 8,Cata 3,10828.249788143457,5.7703752575561165,62483.06466014027,True,True,State 3
840317474306789584,81804640,Brand 2,Cata 1,9181.92186222768,1.3673518732171894,12554.918058050884,True,True,State 3
942623392864345135,84111356,Brand 7,Cata 8,9123.342686237198,10.0,91233.42686237198,True,True,State 3
256429400224422036,53685271,Brand 12,Cata 1,9005.673684678184,5.726952207320091,51575.06278687218,False,True,State 3
293449654284062627,44761219,Brand 8,Cata 1,9437.107024205014,5.959257216540466,56238.148137258446,False,True,State 1
971697239355308935,54343590,Brand 14,Cata 7,8250.603481496071,3.028695220341003,24988.56332933599,True,True,State 2
375852242275062031,97006643,Brand 6,Cata 1,8501.329708856865,2.656098928860296,22580.37273358293,True,True,State 2
106345801268556288,56103057,Brand 6,Cata 4,8522.321326679807,7.026307411306527,59880.449499186,True,True,State 3
263249589672963888,22935771,Brand 12,Cata 7,9724.779054785466,1.0,9724.779054785466,True,True,State 1
750715105201096234,66526970,Brand 2,Cata 1,10291.613474195985,5.901024320022142,60731.061403498075,True,True,State 3
827705547653193315,42426366,Brand 14,Cata 5,8941.839449592237,4.79428923668994,42869.76462938955,True,True,State 3
789666760121133143,87342174,Brand 9,Cata 1,9066.20660081627,6.752328348514116,61218.003844177496,True,True,State 2
364381045301489399,45537229,Brand 14,Cata 1,7939.343988995339,3.6601933154554054,29059.533797621792,True,True,State 2
477661342463198771,10786222,Brand 8,Cata 1,9801.934016508889,4.588174496592538,44972.983671828944,True,False,State 3
495210208697599757,99110923,Brand 3,Cata 4,8050.4943616482915,8.001957888605844,64419.71686436841,True,True,State 11
438012884065923321,77820636,Brand 15,Cata 3,9832.928081910837,3.752941077700002,36902.39971267307,True,True,State 6
692679465270166247,39404087,Brand 15,Cata 6,9876.165166014993,3.8967341316210673,38484.78989193767,True,True,State 2
949667516949962390,38241188,Brand 2,Cata 1,9043.31246484961,7.736902732575868,69967.22892083236,True,True,State 2
170329209360631083,21577623,Brand 3,Cata 4,7510.915861419985,7.275156554203338,54643.088757279416,True,True,State 9
624827177156137178,87603617,Brand 1,Cata 2,11138.690442867124,5.898198057002231,65698.2023276682,True,True,State 3
420340897449754822,89061326,Brand 2,Cata 1,8925.696020754256,6.2653913697421055,55922.978817375166,True,True,State 3
336588396728573237,82127253,Brand 2,Cata 1,8524.821289766785,5.582105098193593,47586.44838279646,True,True,State 3
713796196191253297,77514128,Brand 11,Cata 2,10332.650246924826,5.30734279630967,54838.91685480381,False,True,State 3
901520417340372877,53109126,Brand 13,Cata 3,10758.745492131215,1.4590623681214985,15697.680675765467,False,True,State 2
907462025960264771,76122035,Brand 14,Cata 1,11422.460764499803,5.944870757638533,67905.05297914836,True,True,State 3
345106714080483298,82161265,Brand 2,Cata 3,7997.078903533572,1.4476772934498672,11577.189542572512,True,False,State 2
104113613579146790,13416194,Brand 10,Cata 1,8325.85620152115,6.197314128645515,51597.94627075791,True,False,State 3
569783987097594836,90860338,Brand 2,Cata 3,8583.363531211144,4.806070197523923,41252.24766186757,False,True,State 3
929156918146819019,83074278,Brand 9,Cata 1,8678.45102540901,5.9880576506950005,51967.06505888229,True,True,State 2
623489509458148504,48734702,Brand 8,Cata 1,9346.417859123389,3.984517850702121,37240.96879979825,False,True,State 3
620574543635283483,56929465,Brand 2,Cata 2,8778.567076107693,5.437972710675383,47737.60819870702,True,False,State 2
197975621334482432,22097249,Brand 10,Cata 2,9118.092367099334,1.927690711430913,17576.861962026494,True,True,State 1
483971259557127507,66133076,Brand 3,Cata 2,8434.057577199905,5.734965036542672,48369.02532142925,True,True,State 2
481546770672406508,53449253,Brand 3,Cata 2,9292.280700886651,6.050010241830524,56218.39341032836,True,True,State 2
510114230944183926,70195470,Brand 3,Cata 6,7041.321955285028,4.291258524917824,30216.132867307915,False,True,State 1
778304262192823925,55651695,Brand 5,Cata 1,6922.887316339173,6.469602805922849,44788.33120687561,True,True,State 2
668113070751953688,30589103,Brand 7,Cata 6,9917.195368444922,6.897497075135102,68403.82604739223,True,True,State 3
255728460123349967,98892362,Brand 14,Cata 1,7728.942653318134,2.92884624373185,22636.884658189694,True,True,State 2
158705949841334706,52773928,Brand 13,Cata 8,9712.460524592549,6.453105526581762,62675.532687955376,True,False,State 3
649369158644538288,96142512,Brand 11,Cata 2,9650.875735785707,7.8285832732041785,75552.68435694405,False,True,State 3
989435112607490269,30474132,Brand 4,Cata 2,8704.097673309065,1.905362917613684,16584.46493801064,True,True,State 2
789372766274202105,97852965,Brand 4,Cata 1,9110.293385959001,3.6786172192852042,33513.28212232889,True,True,State 3
477794440027076062,30177909,Brand 14,Cata 1,11065.879720358942,2.8187662854693145,31192.12867480639,True,True,State 2
947968637606915207,37574800,Brand 12,Cata 6,9358.832106837672,5.076891017000089,47513.770652816194,True,True,State 2
781766677238696082,37936663,Brand 13,Cata 1,9580.314720029808,4.251921308112877,40734.74429652219,True,True,State 3
976821819166964463,95978302,Brand 7,Cata 3,9116.100864307917,4.695100350091592,42801.008359482366,True,True,State 2
381095275804325436,46624187,Brand 5,Cata 2,8637.152259618739,4.333559725235522,37429.615173010745,False,True,State 8
128951882014801971,70589597,Brand 10,Cata 2,9335.976120026009,7.042340514814548,65747.1228754003,True,False,State 11
884078637716995242,34549507,Brand 15,Cata 4,9798.076284167682,6.363860003221912,62353.58577333189,False,False,State 3
125358936998292494,83527252,Brand 7,Cata 1,9981.16333353099,4.626336452495855,46176.21976822947,True,True,State 3
958941615677301811,97425722,Brand 15,Cata 1,9315.331852521678,4.197385055114156,39100.03470120335,True,True,State 1
259262311470117607,81460158,Brand 15,Cata 1,10158.789754971334,5.482035532777657,55690.846406770484,True,True,State 3
399252327588807049,74420885,Brand 14,Cata 1,9009.374488108258,5.3783712235904835,48455.7604893917,True,True,State 2
205540246541906971,76505012,Brand 2,Cata 2,8774.166136031481,5.787029297283826,50776.35648844981,True,True,State 1
182085408330027850,47990750,Brand 14,Cata 1,9125.714050029575,4.745408626752616,43305.2421782879,False,True,State 1
688119430421481837,98110702,Brand 2,Cata 4,7752.985725759889,6.757075790264899,52387.512149801485,False,False,State 3
175851044913596654,11017538,Brand 9,Cata 3,9311.17324076561,5.814687985127904,54141.56717052424,False,True,State 3
370892503693682109,15492996,Brand 10,Cata 1,10668.130108048324,6.292542007557208,67129.6568469799,False,True,State 2
756569812402837706,65750996,Brand 15,Cata 7,9562.667134135185,4.807677105651981,45974.21584975237,True,True,State 2
212438362119422418,94805692,Brand 5,Cata 3,9474.025011907619,6.620362826433512,62721.48300553451,True,True,State 12
331864067250344696,90651265,Brand 7,Cata 2,9151.248371351689,1.3406258771459187,12268.400374823517,True,False,State 2
683144730183179233,65399633,Brand 13,Cata 1,9035.040323048366,2.7271293134982337,24639.723313623752,False,True,State 1
133880393833186533,27341384,Brand 6,Cata 4,8713.871950717414,8.782692564175509,76531.25838674337,True,True,State 10
499470763015027052,33831975,Brand 6,Cata 8,8058.156852599219,6.044377603003427,48706.5428013393,True,True,State 3
976714448935232261,22620390,Brand 5,Cata 1,9315.946231350275,3.468519341822299,32312.539690814985,True,False,State 3
394265385458625418,96079151,Brand 14,Cata 2,8773.167115191745,3.998416592102339,35078.77695866929,False,False,State 1
664507213253162489,83325779,Brand 11,Cata 1,8795.563481258072,5.703648920361072,50166.806153844875,False,True,State 3
830434205000234977,91417381,Brand 11,Cata 2,10417.628099651854,3.805374696991747,39642.97837308538,True,True,State 3
810126977034514745,97334099,Brand 3,Cata 2,9831.536037076336,6.804628889187692,66899.9541429795,True,True,State 1
505351490595341812,59385827,Brand 4,Cata 1,9306.731027199326,5.712916916643026,53168.58112393356,True,True,State 1
157902068249379387,56632540,Brand 11,Cata 3,8559.645573393005,3.7695663417567293,32266.151850829254,False,False,State 2
568741843116134890,94614921,Brand 3,Cata 1,8863.417014198234,5.685842392881644,50395.99220511676,True,True,State 2
816598068276145585,29116289,Brand 1,Cata 8,8182.3553225619635,2.8512212268661186,23329.705181449637,True,False,State 3
135214032031644634,74182637,Brand 3,Cata 1,10065.018984287568,5.279847959739939,53141.769948934474,True,True,State 3
572879377919470674,93880084,Brand 6,Cata 2,10622.457693001876,5.205500613492655,55295.21003772103,True,True,State 1
866056897850029470,93591696,Brand 13,Cata 2,8249.273331019582,5.428873981518697,44784.26535320828,True,True,State 3
223896864016932551,80998784,Brand 3,Cata 1,9441.111653911325,8.724216689629007,82366.30385970409,False,False,State 2
565931143311780762,29024910,Brand 1,Cata 2,7078.247234214428,4.928788010213304,34887.18010132155,True,True,State 3
449266575494214157,59041511,Brand 1,Cata 2,8284.885313840496,2.040947992257553,16909.02004736685,True,True,State 2
173779647608852110,97574342,Brand 13,Cata 2,8984.728807312753,5.917726982819467,53169.17209635004,True,True,State 1
575576222000361995,21037472,Brand 13,Cata 3,8631.749701312392,5.404609065940665,46651.232690643585,True,True,State 1
441950849712426546,43772298,Brand 9,Cata 1,9007.981247157333,3.1268823956230247,28166.897981838603,False,True,State 3
305404800016140703,15604319,Brand 15,Cata 1,8282.855580993984,5.334144977023248,44181.95249276804,True,True,State 1
178460867840931292,77248170,Brand 8,Cata 2,9050.74951497024,3.050496260099268,27609.277546511985,True,True,State 11
575839839405398403,97403143,Brand 14,Cata 1,11291.944431502809,3.5925745275452896,40567.151931073866,False,False,State 1
775345874383158354,92910069,Brand 4,Cata 3,8175.367776996705,6.2806298228078585,51346.458672627894,True,False,State 2
340282305734769740,13171740,Brand 4,Cata 4,10561.509320807441,5.171727259010268,54621.245650710865,True,True,State 1
611998240992023617,72747984,Brand 9,Cata 1,8562.421835210069,5.5402365767026795,47437.84263658851,False,True,State 1
574385458549963971,73261837,Brand 1,Cata 2,8494.777578312893,7.652518895466778,65006.44593082693,True,True,State 5
254022663690385826,70329106,Brand 13,Cata 2,9321.848400990277,6.560257830577155,61153.72896804959,True,False,State 1
743663398215836399,90521416,Brand 2,Cata 1,8528.960261402677,1.694318119984986,14450.771915526439,False,True,State 1
134075323811507490,86273184,Brand 14,Cata 7,10999.701877030417,5.443510798212671,59876.99594473526,True,False,State 3
800740858347247410,78398090,Brand 13,Cata 3,9529.649612379397,2.836625652611173,27032.048550871517,False,True,State 2
665926602930257127,25674097,Brand 15,Cata 5,9236.69175059681,5.982034788060334,55254.211378660024,True,False,State 1
793957747898204572,66474616,Brand 10,Cata 1,8454.076672807558,1.0,8454.076672807558,False,True,State 11
766123878486512991,30106200,Brand 9,Cata 2,9894.46114232529,6.580068903560652,65106.236080103845,True,True,State 3
583800211367598469,67780603,Brand 13,Cata 2,10481.500270625022,6.84650719843874,71761.66705327181,True,True,State 3
486911837903821308,22273799,Brand 3,Cata 1,8509.153486681264,8.003826681349087,68105.78971239411,True,True,State 3
879561237214293592,71383117,Brand 10,Cata 3,8421.697550113475,5.468765326759278,46056.28755451413,True,True,State 2
896091235650106107,34936466,Brand 12,Cata 5,8653.655191071335,4.210870381165858,36439.42033290446,True,False,State 1
963739753143591835,29981162,Brand 2,Cata 6,9594.937181532554,7.179902079417619,68890.70942156702,True,False,State 1
635202053714473157,78731682,Brand 9,Cata 4,7651.484844643544,7.265522006572463,55592.031521713354,True,True,State 10
718708391243084526,14377946,Brand 11,Cata 6,9928.7534024305,4.232782100585165,42026.249682931884,True,True,State 3
813390711269357508,63099324,Brand 6,Cata 3,9501.746329493262,6.834555373983617,64940.21143846729,True,True,State 3
364882787771649224,15576075,Brand 10,Cata 5,8239.026623576252,5.8165770238565315,47922.93295763589,False,True,State 3
358174575022298539,35370257,Brand 2,Cata 4,8679.821304346166,5.835805620316174,50653.749951243415,True,True,State 2
844610133239833273,28559272,Brand 11,Cata 8,11189.186174084396,6.231607926869845,69726.6212576468,True,False,State 2
356124392093142115,39213956,Brand 6,Cata 2,8124.234423694429,4.858426134875605,39470.99284993306,True,True,State 2
430580206073763301,43733598,Brand 12,Cata 3,9781.21670086075,5.084753631853367,49735.07714364651,True,True,State 1
108044123019946071,83652770,Brand 6,Cata 2,8541.71691838978,3.748222338683432,32016.254164218783,False,True,State 3
893982102815193547,96346148,Brand 2,Cata 1,8677.247487882378,8.043480617290172,69795.27198021174,True,True,State 1
787044934210216711,56776173,Brand 12,Cata 1,8127.12862397563,3.5535111884626396,28879.842495372377,True,True,State 2
677337140028356548,41008868,Brand 4,Cata 5,8683.467175966613,7.075323445657333,61438.33889971245,True,True,State 1
529285173878555941,61187947,Brand 1,Cata 1,7838.521362515157,1.3711417594152522,10747.723972213073,True,True,State 3
765664476202696951,35689424,Brand 14,Cata 1,7735.511782256473,1.6211696589169762,12540.576997588978,True,True,State 1
544889718630632499,98712658,Brand 7,Cata 3,8438.094811475627,5.9761375688997305,50427.21541279738,False,True,State 2
666165749155159689,28653185,Brand 1,Cata 1,9314.79718727393,4.812905572593443,44831.239290208425,True,True,State 2
586605002453447800,16658784,Brand 11,Cata 3,7246.292786647957,5.538176620861813,40131.24929893331,True,True,State 2
800353717719507160,80513344,Brand 10,Cata 1,8901.20271660722,3.277296321480617,29171.878919890118,True,True,State 3
564963086537900429,56533720,Brand 13,Cata 1,8326.535104582199,2.9845170680548585,24850.68613738352,True,True,State 1
140661694684713860,31735064,Brand 5,Cata 1,8510.599264165374,1.0990977683623577,9353.980658670485,True,True,State 2
227262961608236986,68959096,Brand 15,Cata 2,9644.33652525221,6.172549211021483,59530.1418097712,True,True,State 3
608223388924194937,19940234,Brand 11,Cata 4,7831.840511306704,5.7833721927201776,45294.44863091057,True,True,State 3
611779769724859023,14453270,Brand 10,Cata 8,8879.023316622171,4.318392202814045,38343.105059105284,True,True,State 3
754334881975080234,67475733,Brand 8,Cata 1,8826.376039741283,4.136365623352821,36509.11842957086,True,True,State 3
483952316394669907,72251481,Brand 8,Cata 1,9135.480974162378,3.589892857582839,32795.39789972943,True,True,State 3
936377682378034544,49634853,Brand 5,Cata 2,9179.02665057243,3.941172361268436,36176.12613858245,False,True,State 1
959717481737357857,19693244,Brand 12,Cata 3,8507.261323234225,3.160374017461878,26886.127645707802,True,True,State 3
400895773771268865,92010624,Brand 13,Cata 3,9243.626275140983,3.4537556029085934,31925.22603896126,True,True,State 3
967765109524513798,16208098,Brand 2,Cata 4,8942.782516898546,6.158597643594183,55074.99933574664,True,True,State 3
975837933211277220,94451964,Brand 5,Cata 1,9601.146859560997,5.111492335294325,49076.188582681214,False,False,State 2
802973646734211526,71000373,Brand 9,Cata 2,8129.408045431794,1.5254291674737281,12400.836146797248,True,True,State 1
802733246695313069,59840201,Brand 6,Cata 1,9557.186576651493,6.356916811053094,60754.240015486845,True,True,State 3
476577697605815294,53530141,Brand 1,Cata 5,10549.274524785853,3.616719860903803,38153.770691919526,True,True,State 1
888267208416570727,46642586,Brand 4,Cata 3,8484.350993424741,4.771713696824194,40484.89384398879,True,False,State 1
597387323205324913,62558666,Brand 6,Cata 2,8338.399808728436,8.315919148342996,69341.45863594438,True,False,State 2
576439881152694935,72651825,Brand 15,Cata 1,9348.538137563572,7.245871502670301,67738.30608259837,False,True,State 3
446603088962710308,93150683,Brand 3,Cata 1,8825.599114186582,4.981719267949965,43966.65715834544,True,True,State 12
579401550969285938,88327630,Brand 7,Cata 3,9075.810563765684,5.208162842508001,47268.29934384603,True,True,State 3
860851599535543448,43638084,Brand 11,Cata 1,11715.140651359208,8.363240207585134,97976.53533296243,False,True,State 1
735504299716943066,96477876,Brand 7,Cata 3,8290.942272911398,3.6599686482877134,30344.58878361899,True,True,State 1
370136116792048991,54655191,Brand 15,Cata 1,8496.213292203549,5.037430352814838,42799.08272213504,True,False,State 3
392009060138020545,63259338,Brand 11,Cata 7,8893.39589363815,3.8275890251401323,34040.2645187157,True,True,State 2
544341936595763570,79968036,Brand 3,Cata 4,8318.219978555511,5.819124783571514,48404.76003241208,False,True,State 3
760579210271621106,62769251,Brand 3,Cata 1,7843.826492554555,3.785657496768285,29694.040564888834,False,True,State 3
130680468374967581,35347556,Brand 13,Cata 2,8506.325224879403,6.6216003381191975,56325.485985213316,True,True,State 10
771627540173579030,59880394,Brand 9,Cata 7,7031.5859149478265,5.506708935397645,38720.89698785942,True,True,State 1
336620376226365564,83679485,Brand 15,Cata 2,8923.441221331224,3.8538523090486594,34389.62455548733,True,False,State 3
373756720784357751,66281174,Brand 13,Cata 1,8644.358777442305,3.713556676667011,32101.31625347595,True,True,State 1
616861625791892493,85743255,Brand 5,Cata 8,9893.935086807156,8.08936748467789,80035.67678673152,True,False,State 3
377548152226203470,93210569,Brand 7,Cata 1,9263.636123142629,5.60121530579856,51887.62044029492,False,True,State 2
567757421439122353,34561036,Brand 12,Cata 1,11071.374770001594,1.7257806521772738,19106.764371072364,True,True,State 7
567917444094962249,47903489,Brand 4,Cata 1,8443.613525051067,6.781622111200225,57261.39617991559,True,True,State 2
307331381441911615,29692309,Brand 11,Cata 1,8970.660529845938,5.272074902467728,47293.99423795862,True,True,State 5
451436513574514879,60738089,Brand 10,Cata 1,8623.777902797936,6.747073665107064,58185.26478170018,False,True,State 2
187526721060764026,60611197,Brand 1,Cata 1,7486.133499779626,6.2807693457419616,47018.677803547864,True,True,State 2
125643161429074445,75920781,Brand 10,Cata 1,8918.062065762533,2.975841542911687,26538.739577560966,False,True,State 9
686882565959195685,88339649,Brand 3,Cata 1,10036.890880644367,7.0032289693959076,70290.64497799423,True,True,State 2
749041734312013681,31810582,Brand 4,Cata 7,8144.77541069341,6.482530836677239,52798.757757630556,True,True,State 1
495421257341143267,62581444,Brand 8,Cata 3,9142.781342062646,1.565634728301454,14314.255982399854,True,True,State 4
208501738428687393,91369204,Brand 14,Cata 5,11245.24626617123,5.872602122919906,66038.85709547432,False,True,State 2
623604010798528275,55159478,Brand 12,Cata 1,9860.566580978033,6.015525468853458,59316.48940519862,True,True,State 3
189931569358446934,95626004,Brand 6,Cata 1,8534.59763038163,2.4473852918521635,20887.448712472327,True,True,State 2
925927511533935325,42456199,Brand 10,Cata 8,9090.698568350821,4.803258249507664,43664.97289221859,True,True,State 3
892333238980415237,40606188,Brand 11,Cata 1,8133.743182394952,6.3677995821162625,51794.04643789557,True,False,State 3
916770548589391244,47733133,Brand 13,Cata 2,8660.69030321037,3.225554398089037,27935.52769800728,True,True,State 3
923302161673630677,25077164,Brand 1,Cata 5,7399.328466904796,4.0654180483149105,30081.363494765053,False,True,State 8
576680901288349070,75167434,Brand 8,Cata 3,10555.256774228088,4.659807023145842,49185.45964765577,False,True,State 1
378471320751235432,54756782,Brand 3,Cata 2,8584.347620459914,8.484428508952924,72833.28368179228,True,True,State 1
336219306919489768,68819955,Brand 2,Cata 4,10047.31332066037,4.450674368020516,44717.31986373421,True,True,State 8
322660643202820429,19839984,Brand 14,Cata 1,7799.956176323484,5.116112849020742,39905.456015487274,True,False,State 2
392300599908570051,45429702,Brand 9,Cata 2,7944.983215534512,5.839982916683057,46398.56625205517,False,False,State 2
215330184533729206,20856827,Brand 8,Cata 5,8015.102640503456,3.8834351751549434,31126.131526608388,False,True,State 2
471242249812266522,84564867,Brand 13,Cata 4,9456.867434196503,1.3795557277168466,13046.275635104706,True,True,State 2
915583576124358572,79887919,Brand 15,Cata 2,10561.176445739473,4.92268960433428,51989.39349898176,True,True,State 1
362059426382844745,85774524,Brand 11,Cata 1,9736.136044807874,5.494959951989148,53499.67765333728,True,True,State 3
921770270554532149,32240533,Brand 15,Cata 2,10016.43411490203,7.002211070115676,70137.1858424513,True,True,State 1
207702366113220261,57406686,Brand 15,Cata 2,10395.558271657033,2.816829337661107,29282.51352096912,True,True,State 1
976205894501097663,29935024,Brand 1,Cata 8,8468.151107870588,4.553839338752845,38562.599641524575,True,False,State 1
704118026067810393,26437735,Brand 11,Cata 1,8766.2255497902,2.6959523099213154,23633.326020248143,True,True,State 3
645837450811752138,78616548,Brand 8,Cata 8,10137.706001377299,4.118206899108699,41749.17079600766,True,True,State 1
328591416788057246,67815135,Brand 15,Cata 1,9455.01706591184,4.4905190812873625,42457.93454837477,False,True,State 2
655115794920220253,57259827,Brand 12,Cata 1,10785.853578270635,1.9138389340904243,20642.38651549286,False,True,State 2
889771084443126931,62376318,Brand 10,Cata 4,8937.25580153645,3.794157590716938,33909.356939578516,True,True,State 2
219128901758033048,72852693,Brand 6,Cata 6,7960.654537930745,7.049304000884172,56117.07388389194,True,True,State 1
384861742254247165,22127423,Brand 8,Cata 2,8349.94228481684,6.527176524875632,54501.54726552287,True,False,State 2
651739799800763841,82497224,Brand 15,Cata 6,7710.051651307696,6.289393135205927,48491.545927817744,True,True,State 1
255396420531538391,73081258,Brand 13,Cata 2,8273.166452553012,4.209341188475885,34824.580307848315,True,True,State 6
955728519541518315,56743108,Brand 14,Cata 1,7871.334020129252,4.49375912115925,35371.87904864693,True,True,State 1
721552240272986040,69483894,Brand 10,Cata 3,9462.472219529538,7.404893076265182,70068.59502274591,True,True,State 1
465004114012034334,27471888,Brand 14,Cata 1,7590.979149670321,5.676746345093513,43092.063143572064,False,True,State 2
254417778183847989,52789636,Brand 11,Cata 8,8296.162337346124,4.94143500732845,40994.947000241955,True,False,State 2
709580693682212427,23984543,Brand 2,Cata 2,9448.505316981284,4.714564473853076,44545.58749845186,True,False,State 2
795853786331876177,15079124,Brand 15,Cata 2,8844.441498600436,2.5178225616253753,22268.734350151924,True,True,State 2
129346481484898340,69794179,Brand 9,Cata 1,10070.391769164631,4.956682109276892,49915.7307156276,True,True,State 3
545362176033174686,63250691,Brand 3,Cata 1,7840.899401973169,3.606969631707644,28281.886028191846,True,True,State 8
